season,mean,hdi_lower,hdi_upper
1,2.8882674986253274e-05,-0.0137336395432816,0.01395280856778969
2,0.0001748493598040979,-0.013703939178270147,0.014514223956075392
3,-0.0007948379804773017,-0.015245653790727303,0.0113913564591284
4,0.0005643024410579876,-0.01228914456934566,0.014897074952588133
5,2.8356128356242035e-05,-0.013747609729779842,0.013751673607102152
6,0.0003469672732832775,-0.013141488463948003,0.01515469273872357
7,7.712269267453193e-05,-0.014022523215027312,0.014608867128969518
8,-0.00024228497200635802,-0.01456996364203639,0.01316699900279692
9,0.0003502139354299447,-0.012629674646548046,0.014413785142076635
10,0.0005095723325302256,-0.011881648955435746,0.014923612325575424
11,2.7585922980206147e-05,-0.01367654275410769,0.013909672323966756
12,0.0006237489187951765,-0.012071651734695725,0.015180074772961688
13,-0.0007109781434239448,-0.01510994382566727,0.0117141246187826
14,-0.0004673224636837786,-0.014239428572151163,0.012554248773804996
15,-0.0020914948215393875,-0.019874241829725605,0.009577847545690209
16,-0.000916001476431987,-0.015869681521223374,0.011690330882332633
17,0.00036403416040459494,-0.01288771766158831,0.014637446389035334
18,0.0004657513062220281,-0.012912896324621037,0.014152007937993347
19,0.0002723351382561397,-0.012649749778761519,0.014468953281218234
20,-0.0010225785395691185,-0.01633188308086684,0.011497370799673551
21,-0.00035487921174959984,-0.013850209133631488,0.012907690865096086
22,0.0011617757577225259,-0.010993224606316085,0.016210598769017117
23,-8.829125840171359e-05,-0.013764259148202826,0.013493719273107907
24,-0.0007426934318261929,-0.015701230689008114,0.011112087113782046
25,-0.0005574328710322992,-0.014910373549058794,0.01217417738890983
26,-0.000438681185646146,-0.014873857373252142,0.012490320877656814
27,-0.0007179849045958725,-0.015372921863535798,0.01161819986948357
28,0.0003424634227011349,-0.012256195358112633,0.013841066807118808
29,0.001253550642653823,-0.01086476074703489,0.017031698664571677
30,-0.00044445683529150244,-0.013659905352444357,0.012345259199525232
31,0.0013573185605582634,-0.00960789237814774,0.017039528189450835
32,0.0011665836962434996,-0.010866006472731931,0.01645649940048807
33,0.000821798785122757,-0.011662453643940338,0.015908479720418436
34,0.0005310983513947036,-0.01218100315254458,0.014862814299782933
