ballroom_partner,mean,hdi_lower,hdi_upper
Alan Bersten,-0.021421129860720665,-0.12034534934224977,0.06371334536521621
Alan Bersten (Rashad Jennings week 9),0.001922854345040535,-0.11891235240213917,0.12207039857505567
Alec Mazo,-0.0016560388388678557,-0.10214688541678968,0.09824611313360615
Allison Holker,0.02003393080864335,-0.07300901401592318,0.13108031881165388
Andrea Hale,-0.03175103683691998,-0.17283786686304176,0.0788106138415025
Anna Demidova,0.021392998995286364,-0.0823000957875398,0.14957430476303826
Anna Trebunskaya,-0.05370023170248556,-0.1553947335568028,0.02344911481777834
Artem Chigvintsev,0.028387924451259774,-0.05188170099137194,0.12095588402000443
Ashly DelGrosso,0.007716424257403765,-0.09071212095731832,0.11136818742734762
Brandon Armstrong,-0.04160940936430324,-0.15473323156164825,0.04538065185247279
Brian Fortuna,-0.043048852848021076,-0.20385216549988505,0.06790057700807231
Britt Stewart,-0.045424593188864756,-0.16409722550488853,0.04588195708884979
Charlotte Jorgensen,0.0065125389864675535,-0.10978754362660967,0.13269113685959558
Chelsie Hightower,0.02309241275433641,-0.0647484899836919,0.12967729643365272
Cheryl Burke,0.06884104210891309,-0.008097039723676681,0.1689302481527992
Corky Ballas,0.04347755727032051,-0.05311538814884502,0.173687037806499
Daniella Karagach,0.03774220044851376,-0.04784408314101297,0.1469340610522625
Daniella Karagach (Rumer Willis week 9),0.007858366894259266,-0.10614647018621651,0.1267934268492919
Derek Hough,0.03758318011450223,-0.03677336135323099,0.12374039850658572
Dmitry Chaplin,-0.0038902563057854776,-0.11332800356830632,0.10159262790952109
Edyta Sliwinska,0.0019780132464655912,-0.08332530218771164,0.09091065943159149
Elena Grinenko,-0.015377360532757635,-0.14264964307312858,0.09390724574825031
Emma Slater,-0.015598145898098856,-0.10362585495437211,0.06731570621555387
Emma Slater/Kaitlyn Bristowe (week 9),0.04926899118512606,-0.05761944835509144,0.20755758666085639
Ezra Sosa (Apolo Anton Ohno week 9),-0.01510373056001798,-0.14618910088159587,0.10017307416774923
Fabian Sanchez,0.008442780280708481,-0.10165113413718063,0.12906568328529355
Gleb Savchenko,-0.02886482878842376,-0.12074149120541913,0.0516708889566177
Henry Byalikov,-0.03986753029542851,-0.1962537752539846,0.0706257321569372
Inna Brayer,-0.04328619398288988,-0.21197280221307613,0.06787798329792732
Jan Ravnik,0.013373356041503909,-0.09563606592991643,0.13552665277895773
Jenna Johnson,0.035523168050817656,-0.04719552065976907,0.13715283040447057
Jesse DeSoto,-0.0025450239330739957,-0.1179941034465876,0.11411298783105964
Jonathan Roberts,-0.044910121911803026,-0.18835195990958234,0.05781012050250148
Julianne Hough,0.016714996854383508,-0.08093799515337996,0.12678719659963528
Karina Smirnoff,0.024977218740715183,-0.04600890316137336,0.10772978087762038
Keo Motsepe,-0.0713271355090867,-0.20937598206662142,0.024257702045775313
Koko Iwasaki,-0.019982374025376535,-0.14191232476856858,0.08653147151864103
Kym Herjavec,-0.01466591991294675,-0.14236082386277846,0.09706083939994958
Kym Johnson,-0.012040193089404376,-0.0983601064013518,0.07072195632638198
Lacey Schwimmer,-0.014629498942899832,-0.1161841132223642,0.08042965198646942
Lindsay Arnold,0.018234667174032083,-0.06759344320130253,0.11442628599320472
Louis van Amstel,0.004837476843448585,-0.07825717727925938,0.09341730492470354
Maksim Chmerkoskiy,0.04740492308056363,-0.028313677013534492,0.1447406590343503
Mark Ballas,-0.020319260779021072,-0.09304927852789988,0.048773370904802264
Nick Kosovich,-0.02403332695499979,-0.14805416713573652,0.07523976534178485
Pasha Pashkov,-0.025093874417980916,-0.13788014774199098,0.06794005409966147
Peta Murgatroyd,-0.007887541302426996,-0.09508234410719367,0.07649410337733663
Rylee Arnold,0.028087067894708866,-0.07634464746608494,0.1540456153949202
Sasha Farber,0.046167108390354324,-0.03019020236328508,0.14800209009480006
Sharna Burgess,0.008732743804935732,-0.070149307865601,0.09268200653806348
Tony Dovolani,0.003941892572953981,-0.06845556486783523,0.08019192798250153
Tristan MacManus,0.027656525250565795,-0.07187476638614583,0.15013949947247265
Tyne Stecklein,-0.00821321389786317,-0.13183237731098676,0.10979381363735144
Val Chmerkovskiy,0.01215138380845645,-0.10445065769289912,0.13656906734998794
Val Chmerkovskiy (Joey Graziadei week 9),0.007442315532903662,-0.10650536728870327,0.12487061357786257
Valentin Chmerkovskiy,-0.0004322630034802008,-0.07652314061919896,0.07601194628658531
Witney Carson,0.000782058493544647,-0.07704751306483044,0.08149989272554717
