season,mean,hdi_lower,hdi_upper
1,-0.00026102891366117055,-0.027570565579885815,0.027042289333727945
2,8.911738893722273e-05,-0.02627836961406501,0.0262728040401251
3,-0.001080236033376522,-0.02921631120290298,0.023242291504260347
4,8.894803438950127e-05,-0.025979293939012958,0.02711646911802511
5,0.000944843601546837,-0.024775683560341863,0.029691532343159327
6,0.0004554917652700255,-0.025292675904229404,0.027016153993529086
7,-0.0005048074513606748,-0.02636852163782605,0.025319829612995604
8,-0.00010837032121156845,-0.02610270452221148,0.024871877845853627
9,0.00017057654877760412,-0.02464695027376622,0.02701736035254575
10,6.998497542289545e-05,-0.02449088440308066,0.025296934097761403
11,-0.0006447070863810051,-0.027241651561160173,0.0238248583563274
12,-0.00044262735575126055,-0.027326946243217194,0.025079027504524398
13,-0.001490701230661385,-0.032436204497716115,0.0229689946709605
14,-0.00016866035148467107,-0.028626084198328086,0.026099889483341666
15,-0.0015060862028487333,-0.0312680671707239,0.021465361208169016
16,-6.047248888415194e-05,-0.02706194551202215,0.02550375874683083
17,0.000513133322030927,-0.02430173252676065,0.027420708964240748
18,-0.0006034649568174054,-0.028319158858205695,0.026046995304691355
19,-0.00032272453417536863,-0.027413245964561846,0.024778128056354543
20,0.0004254745921564054,-0.025835730769267595,0.02776478870346655
21,0.0004168130121480404,-0.025659842555918366,0.028746923155019678
22,0.0008561355273789377,-0.02475393317811456,0.02886201521830327
23,0.0007535530727371133,-0.025283909826905922,0.029482772055656258
24,-7.776517413523042e-05,-0.02544843486458514,0.027046420808871353
25,0.0001009882380004335,-0.025892950802037528,0.0261877679632486
26,-0.0007410836607617601,-0.02759962959471363,0.024998796180620952
27,-4.886604034272243e-05,-0.02675838050090102,0.02598192495251387
28,0.0009048678794632723,-0.024223924179330895,0.02810224931890857
29,0.0004994302614066561,-0.024176712636538575,0.027712010827571545
30,-0.000731649804567161,-0.027005471189500956,0.02381208906030992
31,0.0006673605334876021,-0.023699310378475825,0.026753256866717024
32,0.0010910874899276637,-0.022912786456593174,0.0281975763072066
33,0.00014017397737934226,-0.02535335199191472,0.027069460870983705
34,0.0005452333280166417,-0.022835153394945167,0.027445553482907475
