season,week,celebrity_name,combine_method,is_finale,is_eliminated,fan_vote_mean,fan_vote_std,fan_vote_ci_lower,fan_vote_ci_upper,snr,ci_width,ppc_consistency,hit_rate,elimination_count,mean_violation,acceptance_rate,converged
4,3,Apolo Anton Ohno,percent,False,False,0.09376442424419851,0.07256142995894349,0.0033729682441847493,0.2581296715692956,1.2922075015339596,0.25475670332511086,0.4955,1.0,1,0.007236328791291637,0.2896,False
4,3,Billy Ray Cyrus,percent,False,False,0.13382884434597545,0.1317908719417727,0.003013039209745282,0.46637835828746793,1.0154636832781316,0.46336531907772266,0.4955,1.0,1,0.007236328791291637,0.2896,False
4,3,Clyde Drexler,percent,False,False,0.11870804319827202,0.0884597786534669,0.014062996827661881,0.35489008174169817,1.341943704484109,0.3408270849140363,0.4955,1.0,1,0.007236328791291637,0.2896,False
4,3,Ian Ziering,percent,False,False,0.13724359205003211,0.13129375173910407,0.004175122587558886,0.5376676175831663,1.0453170095879305,0.5334924949956074,0.4955,1.0,1,0.007236328791291637,0.2896,False
4,3,Joey Fatone,percent,False,False,0.1138228968462885,0.08766260375849397,0.006788993497636678,0.33077296266945594,1.2984202138237053,0.32398396917181926,0.4955,1.0,1,0.007236328791291637,0.2896,False
4,3,John Ratzenberger,percent,False,False,0.11603312279701353,0.10009499758402862,0.006832452040438254,0.3962354597814217,1.159229986330556,0.38940300774098346,0.4955,1.0,1,0.007236328791291637,0.2896,False
4,3,Laila Ali,percent,False,False,0.1191557977271696,0.10665269208621488,0.0008720533679651909,0.39090610691157524,1.1172319730956664,0.39003405354361004,0.4955,1.0,1,0.007236328791291637,0.2896,False
4,3,Leeza Gibbons,percent,False,False,0.14719015047107914,0.10574610218033696,0.0033534877492381273,0.37393920953202336,1.3919203384052155,0.37058572178278526,0.4955,1.0,1,0.007236328791291637,0.2896,False
4,3,Shandi Finnessey,percent,False,True,0.020253128319970056,0.017271541312493206,9.194875405277238e-05,0.06545936288463682,1.1726300413071498,0.06536741413058404,0.4955,1.0,1,0.007236328791291637,0.2896,False
4,4,Apolo Anton Ohno,percent,False,False,0.11177896347209983,0.06264930188501801,0.02698066865309239,0.26350825337505046,1.7842012589195444,0.23652758472195806,0.711,1.0,1,0.005197381745270391,0.4124,True
4,4,Billy Ray Cyrus,percent,False,False,0.13376709844086904,0.07265699561386162,0.025100977760045547,0.29758556710610806,1.8410766523800646,0.2724845893460625,0.711,1.0,1,0.005197381745270391,0.4124,True
4,4,Clyde Drexler,percent,False,False,0.15647757562994868,0.07922106749394843,0.04449777234570035,0.3514966608177416,1.9752015515870398,0.30699888847204126,0.711,1.0,1,0.005197381745270391,0.4124,True
4,4,Ian Ziering,percent,False,False,0.1244486425543701,0.06342474483217284,0.026731414623864712,0.2646627902837144,1.9621465200602217,0.2379313756598497,0.711,1.0,1,0.005197381745270391,0.4124,True
4,4,Joey Fatone,percent,False,False,0.12479871409984883,0.07281242582431859,0.021588753103582388,0.29967499144363063,1.713975499588009,0.27808623834004825,0.711,1.0,1,0.005197381745270391,0.4124,True
4,4,John Ratzenberger,percent,False,False,0.15589877223568788,0.0782425792617578,0.04666071084782176,0.3458885333230918,1.9925055322484124,0.29922782247527,0.711,1.0,1,0.005197381745270391,0.4124,True
4,4,Laila Ali,percent,False,False,0.13053049177019274,0.06962411180486122,0.02953424185341246,0.2940857490162378,1.8747886069779656,0.26455150716282533,0.711,1.0,1,0.005197381745270391,0.4124,True
4,4,Leeza Gibbons,percent,False,True,0.06229974179698233,0.029348286579263774,0.0166145520427855,0.12542984069192673,2.1227727014470195,0.10881528864914122,0.711,1.0,1,0.005197381745270391,0.4124,True
4,5,Apolo Anton Ohno,percent,False,False,0.125059931821166,0.08631160935561502,0.01798240547905014,0.3688578160775703,1.448935231424192,0.3508754105985201,0.7685,1.0,1,0.004118019852990735,0.4802,True
4,5,Billy Ray Cyrus,percent,False,False,0.16806268194110938,0.08523869797136031,0.045004469618848575,0.3760455009152697,1.9716711510587634,0.33104103129642115,0.7685,1.0,1,0.004118019852990735,0.4802,True
4,5,Clyde Drexler,percent,False,True,0.09105488414195008,0.03873126189328856,0.018094470625090908,0.16692252814983874,2.3509402858530217,0.14882805752474784,0.7685,1.0,1,0.004118019852990735,0.4802,True
4,5,Ian Ziering,percent,False,False,0.14651308391691523,0.0790427053526109,0.03032503911282392,0.33272938773438776,1.853593991728375,0.30240434862156385,0.7685,1.0,1,0.004118019852990735,0.4802,True
4,5,Joey Fatone,percent,False,False,0.14937893623445556,0.0908385718403044,0.029668304610192528,0.3595341184438495,1.644443907953789,0.329865813833657,0.7685,1.0,1,0.004118019852990735,0.4802,True
4,5,John Ratzenberger,percent,False,False,0.16756077452264295,0.08946815680383317,0.045245998497777884,0.36504534059525073,1.8728537651977046,0.31979934209747285,0.7685,1.0,1,0.004118019852990735,0.4802,True
4,5,Laila Ali,percent,False,False,0.15236970742176006,0.08922273827342905,0.026694581090395884,0.3676288583693555,1.7077452474506933,0.3409342772789596,0.7685,1.0,1,0.004118019852990735,0.4802,True
4,7,Apolo Anton Ohno,percent,False,False,0.16908887246925672,0.07734501725979906,0.0440378525616663,0.3305008755187234,2.1861637406153402,0.2864630229570571,0.726,1.0,1,0.005709401118228838,0.5072,True
4,7,Billy Ray Cyrus,percent,False,False,0.2041334886708314,0.08348717437603256,0.08690460602150811,0.4070789670210354,2.445088002462389,0.3201743609995273,0.726,1.0,1,0.005709401118228838,0.5072,True
4,7,Ian Ziering,percent,False,False,0.176580463465817,0.08651690595085693,0.05436177606342843,0.3932835734449931,2.0409937378252794,0.3389217973815647,0.726,1.0,1,0.005709401118228838,0.5072,True
4,7,Joey Fatone,percent,False,False,0.1737255982337452,0.08948948241851289,0.05000839364442042,0.3935863458236243,1.9412962657126351,0.34357795217920384,0.726,1.0,1,0.005709401118228838,0.5072,True
4,7,John Ratzenberger,percent,False,True,0.08911198376716299,0.0355373464000082,0.028046680625634725,0.16454596185917006,2.5075587387241316,0.13649928123353533,0.726,1.0,1,0.005709401118228838,0.5072,True
4,7,Laila Ali,percent,False,False,0.18735959339318536,0.0832116758389753,0.06217348561991552,0.37229116818229474,2.2516022094133605,0.3101176825623792,0.726,1.0,1,0.005709401118228838,0.5072,True
4,8,Apolo Anton Ohno,percent,False,False,0.21888931092786257,0.09690152813820124,0.06743844217271716,0.4557263670390836,2.258883991899422,0.38828792486636643,0.8205,1.0,1,0.0037460993921033373,0.56,True
4,8,Billy Ray Cyrus,percent,False,True,0.13604461984587388,0.04696008066560716,0.05332400091739813,0.22872627165790152,2.8970269562549573,0.17540227074050338,0.8205,1.0,1,0.0037460993921033373,0.56,True
4,8,Ian Ziering,percent,False,False,0.2125917005055243,0.08900441230416802,0.07737194129402664,0.41833325865113513,2.388552373562648,0.3409613173571085,0.8205,1.0,1,0.0037460993921033373,0.56,True
4,8,Joey Fatone,percent,False,False,0.22005480115476944,0.09092893774828477,0.07548872367223972,0.42874418174737455,2.4200744709229047,0.3532554580751348,0.8205,1.0,1,0.0037460993921033373,0.56,True
4,8,Laila Ali,percent,False,False,0.21241956756596925,0.09007572133059713,0.07831206090802646,0.4316290681488658,2.358233319614736,0.35331700724083936,0.8205,1.0,1,0.0037460993921033373,0.56,True
4,9,Apolo Anton Ohno,percent,False,False,0.2901104653481186,0.09570021194297831,0.1278476083976218,0.4878195891666572,3.0314506013615934,0.35997198076903536,0.844,1.0,1,0.002882344126266255,0.608,True
4,9,Ian Ziering,percent,False,True,0.1427928276927693,0.049454824631351216,0.05183258217211376,0.2351370903269247,2.8873386665193803,0.18330450815481095,0.844,1.0,1,0.002882344126266255,0.608,True
4,9,Joey Fatone,percent,False,False,0.2881368131497568,0.09808478413417221,0.13540442755695078,0.5064159507919471,2.9376300860472457,0.3710115232349963,0.844,1.0,1,0.002882344126266255,0.608,True
4,9,Laila Ali,percent,False,False,0.2789598938093557,0.09675695101615818,0.1254157306442131,0.5151851473673261,2.883099256346556,0.38976941672311305,0.844,1.0,1,0.002882344126266255,0.608,True
4,10,Apolo Anton Ohno,percent,True,False,0.4777509733962778,0.09839721386319711,0.3342269771957823,0.7185804220964759,4.855330289889793,0.38435344490069356,0.8385,,0,0.003117478811895919,0.6186,True
4,10,Joey Fatone,percent,True,False,0.30933142141948256,0.06510463617604885,0.16723686881312588,0.42014513334822673,4.751296360951818,0.25290826453510085,0.8385,,0,0.003117478811895919,0.6186,True
4,10,Laila Ali,percent,True,False,0.2129176051842393,0.06578410623492288,0.08146672499101532,0.3309768116883432,3.236611653584287,0.24951008669732788,0.8385,,0,0.003117478811895919,0.6186,True
5,1,Albert Reed,percent,False,False,0.12135444164622364,0.09147202391032128,0.011049443247573024,0.3335907287967586,1.3266836823522192,0.3225412855491856,0.746,1.0,1,0.004276289181972787,0.4016,False
5,1,Floyd Mayweather Jr.,percent,False,False,0.14134794205729123,0.12616891716113476,0.005518805532934847,0.49010073503815377,1.1203071653911405,0.48458192950521894,0.746,1.0,1,0.004276289181972787,0.4016,False
5,1,Jennie Garth,percent,False,False,0.15341329106267546,0.10481577864053253,0.010839899180004333,0.41630924808951714,1.4636469137193955,0.4054693489095128,0.746,1.0,1,0.004276289181972787,0.4016,False
5,1,Josie Maran,percent,False,True,0.03343606887057215,0.024962961723001918,0.0007493897682134628,0.09417885180923617,1.3394271524207817,0.0934294620410227,0.746,1.0,1,0.004276289181972787,0.4016,False
5,1,Marie Osmond,percent,False,False,0.1432299832652726,0.11246379014394313,0.006631304546719592,0.4140610029928487,1.2735653222659051,0.4074296984461291,0.746,1.0,1,0.004276289181972787,0.4016,False
5,1,Mark Cuban,percent,False,False,0.13670972409857718,0.12433336217915088,0.013245263394514897,0.481087208732156,1.0995417608963163,0.4678419453376411,0.746,1.0,1,0.004276289181972787,0.4016,False
5,1,Sabrina Bryan,percent,False,False,0.12185633442899035,0.10002903648751235,0.005189268620446917,0.3485867262870105,1.2182096177881507,0.34339745766656354,0.746,1.0,1,0.004276289181972787,0.4016,False
5,1,Wayne Newton,percent,False,False,0.14865221457039715,0.13014610214490974,0.0036242490795293488,0.46433186272999644,1.142194902546236,0.4607076136504671,0.746,1.0,1,0.004276289181972787,0.4016,False
5,2,Albert Reed,percent,False,True,0.05380556954407485,0.02833161469692348,0.01067243421674508,0.11717377757230159,1.899135292137234,0.10650134335555651,0.64,1.0,1,0.006734863261478644,0.4208,True
5,2,Floyd Mayweather Jr.,percent,False,False,0.14410661623091164,0.07666383126777564,0.03863817873985644,0.35004705706948774,1.8797210321983002,0.3114088783296313,0.64,1.0,1,0.006734863261478644,0.4208,True
5,2,Jennie Garth,percent,False,False,0.15619618178669897,0.07709247401782063,0.04139081092834337,0.32270894052464,2.026088584833637,0.28131812959629665,0.64,1.0,1,0.006734863261478644,0.4208,True
5,2,Marie Osmond,percent,False,False,0.16113439164973958,0.08941918500950514,0.0322796300981076,0.3758678528130396,1.8020114078696878,0.343588222714932,0.64,1.0,1,0.006734863261478644,0.4208,True
5,2,Mark Cuban,percent,False,False,0.1681944194967903,0.08425311887871458,0.043905397878096275,0.3718269474249285,1.996299027686825,0.3279215495468322,0.64,1.0,1,0.006734863261478644,0.4208,True
5,2,Sabrina Bryan,percent,False,False,0.13782210331698197,0.08637510064428991,0.02628426594120024,0.3498486197859925,1.5956230687938517,0.32356435384479226,0.64,1.0,1,0.006734863261478644,0.4208,True
5,2,Wayne Newton,percent,False,False,0.17874071797480323,0.07987567328942971,0.06793777475465419,0.3780824738369599,2.237736602273913,0.31014469908230574,0.64,1.0,1,0.006734863261478644,0.4208,True
5,3,Floyd Mayweather Jr.,percent,False,False,0.19200747404238627,0.08655331950065957,0.04819419346227171,0.37450158740121525,2.2183721540464534,0.32630739393894354,0.7615,1.0,1,0.004489689114340178,0.496,True
5,3,Jennie Garth,percent,False,False,0.17699387344642514,0.09769834275534482,0.044557418967451606,0.43743411651381964,1.8116363929374701,0.392876697546368,0.7615,1.0,1,0.004489689114340178,0.496,True
5,3,Marie Osmond,percent,False,False,0.18161237130169325,0.09498217115060711,0.039210553454774894,0.4003227041093825,1.9120680114009545,0.36111215065460756,0.7615,1.0,1,0.004489689114340178,0.496,True
5,3,Mark Cuban,percent,False,False,0.1918339768568766,0.07752777949033916,0.07137748603725265,0.362909985517817,2.4743901846607415,0.29153249948056437,0.7615,1.0,1,0.004489689114340178,0.496,True
5,3,Sabrina Bryan,percent,False,False,0.16136587603131156,0.08811567283372185,0.03766905127482417,0.35563020384795946,1.831295961987222,0.3179611525731353,0.7615,1.0,1,0.004489689114340178,0.496,True
5,3,Wayne Newton,percent,False,True,0.09618642832130676,0.03876980750224214,0.0289780289786448,0.17452421944291716,2.480962229891079,0.14554619046427236,0.7615,1.0,1,0.004489689114340178,0.496,True
5,4,Floyd Mayweather Jr.,percent,False,True,0.11866764597220715,0.04152484830348913,0.043967572668605,0.20269563077108285,2.857750251587579,0.15872805810247786,0.7695,1.0,1,0.00506459419270745,0.5468,True
5,4,Jennie Garth,percent,False,False,0.22084619365504576,0.08833691258937464,0.0874283656685824,0.4229760666517295,2.5000442842237756,0.33554770098314707,0.7695,1.0,1,0.00506459419270745,0.5468,True
5,4,Marie Osmond,percent,False,False,0.2137791838551968,0.0948788074941544,0.08310846990733309,0.4466077337821073,2.2531816037322128,0.36349926387477416,0.7695,1.0,1,0.00506459419270745,0.5468,True
5,4,Mark Cuban,percent,False,False,0.2606130930910517,0.10123342062312361,0.10790330886931376,0.48234919869144466,2.574378018933453,0.3744458898221309,0.7695,1.0,1,0.00506459419270745,0.5468,True
5,4,Sabrina Bryan,percent,False,False,0.186093883426498,0.08526839498163923,0.049350266269660485,0.37868045886535895,2.182448529121776,0.32933019259569846,0.7695,1.0,1,0.00506459419270745,0.5468,True
5,5,Jennie Garth,percent,False,False,0.2832675531619786,0.10451541597666074,0.0979017942881057,0.5148453895953501,2.7102944598546634,0.4169435953072444,0.8115,1.0,1,0.004129879749159443,0.6082,True
5,5,Marie Osmond,percent,False,False,0.2994470939969263,0.10280604784036114,0.13366760531132268,0.5470598590009127,2.9127381121647504,0.41339225368959,0.8115,1.0,1,0.004129879749159443,0.6082,True
5,5,Mark Cuban,percent,False,True,0.16590662582780624,0.053913907486538834,0.056702682062974546,0.26067099754074385,3.0772509961646635,0.2039683154777693,0.8115,1.0,1,0.004129879749159443,0.6082,True
5,5,Sabrina Bryan,percent,False,False,0.2513787270132897,0.10489618730615231,0.09430394615205616,0.5142425983436058,2.396452466284261,0.4199386521915496,0.8115,1.0,1,0.004129879749159443,0.6082,True
5,6,Jennie Garth,percent,False,False,0.41303422333172896,0.1253994886956554,0.20626194598053463,0.706586853526437,3.2937472656271223,0.5003249075459024,0.9095,1.0,1,0.0015536718352152407,0.6984,False
5,6,Marie Osmond,percent,False,False,0.3828126971091196,0.10310772390510455,0.19341948818805646,0.6020398418661643,3.7127451003589966,0.4086203536781079,0.9095,1.0,1,0.0015536718352152407,0.6984,False
5,6,Sabrina Bryan,percent,False,True,0.20415307955915213,0.06619196146767105,0.07084416576502793,0.31965751166045386,3.084257887575022,0.24881334589542592,0.9095,1.0,1,0.0015536718352152407,0.6984,False
5,9,Jennie Garth,percent,False,True,0.3909381715335126,0.07958612358117143,0.21006391811276243,0.5010173498354648,4.912139873775524,0.2909534317227023,0.937,1.0,1,0.0011325142826256406,0.772,True
5,9,Marie Osmond,percent,False,False,0.6090618284664868,0.07958612358117141,0.49898265016453514,0.7899360818872372,7.652864598688572,0.29095343172270205,0.937,1.0,1,0.0011325142826256406,0.772,True
3,1,Emmitt Smith,percent,False,False,0.1351100486775638,0.1106422932280269,0.006018748412012854,0.4233182604291746,1.2211428795767645,0.41729951201716176,0.8285,1.0,1,0.0026374512535436534,0.3474,False
