ballroom_partner,mean,hdi_lower,hdi_upper
Alan Bersten,0.02754827067822252,-0.021623964849283337,0.07722020344753136
Alan Bersten (Rashad Jennings week 9),0.05240519663875954,-0.035231077687258465,0.1401190093363227
Alec Mazo,0.0019615479596860027,-0.05815589263817699,0.06496628565261031
Allison Holker,-0.004902416711305306,-0.06372325515278389,0.05017964847642797
Andrea Hale,-0.0452425978738837,-0.16034810392250518,0.05972951098027078
Anna Demidova,-0.07671542706169773,-0.16574345994663522,0.006064449176397154
Anna Trebunskaya,0.0011208777241709853,-0.03909125843168222,0.04243921444391071
Artem Chigvintsev,0.08332339032266324,0.038212412562343215,0.1268972016805035
Ashly DelGrosso,-0.14626388465825182,-0.20911839499660137,-0.08375094999851593
Brandon Armstrong,0.039732735396153164,-0.007985309700287662,0.08864247188136769
Brian Fortuna,0.0018965755884374727,-0.08777155902620086,0.09105354797690518
Britt Stewart,-0.04916834911621478,-0.10337860731675969,0.004976025467314049
Charlotte Jorgensen,0.08722051675103225,0.0005666424165174501,0.18065657035775864
Chelsie Hightower,-0.039051307919016676,-0.08975757751719807,0.011211299164982367
Cheryl Burke,0.011369226881900727,-0.023034440779681857,0.04588972763038946
Corky Ballas,0.03991071894603175,-0.033928473184253814,0.11363468205962757
Daniella Karagach,-0.004774959050953612,-0.057164789985681516,0.04890406046338687
Daniella Karagach (Rumer Willis week 9),0.009407092356699336,-0.07167215707525594,0.09599010210080026
Derek Hough,0.10299501359396519,0.06624375061361162,0.14116054706715264
Dmitry Chaplin,0.023020422244425905,-0.047248886704408515,0.09503677803537104
Edyta Sliwinska,-0.019426632756883215,-0.06565119781018536,0.028232611162680905
Elena Grinenko,-0.11863537705107584,-0.20648078669795042,-0.0354211678382352
Emma Slater,-0.0037200951911200357,-0.04192615203457359,0.03669030842928215
Emma Slater/Kaitlyn Bristowe (week 9),-0.01387869876718056,-0.09633325551603289,0.06838756776831131
Ezra Sosa (Apolo Anton Ohno week 9),-0.004034422784101527,-0.08990594066080028,0.08337743083399614
Fabian Sanchez,0.011489672221520388,-0.07124330046631441,0.09635283369118629
Gleb Savchenko,0.018214867610411092,-0.02367746674760334,0.06225216277913375
Henry Byalikov,-0.00753107240171941,-0.11360081050019129,0.09706067233605346
Inna Brayer,0.0013891640704553376,-0.10486538574790555,0.11026434801753585
Jan Ravnik,0.0028746648148430085,-0.08323942767520734,0.08584899174578096
Jenna Johnson,-0.004534315600893466,-0.0498871803018063,0.04019045005726646
Jesse DeSoto,-0.004119633561583075,-0.09724866301497805,0.08847027169543954
Jonathan Roberts,0.008355297400401486,-0.0633193531074524,0.08084726618072109
Julianne Hough,-0.018986119104219018,-0.07622858333705704,0.038751881285814624
Karina Smirnoff,-0.030169410499543994,-0.06703620706388236,0.005616515365905202
Keo Motsepe,-0.07298333409132705,-0.1277807699787329,-0.01793054518425369
Koko Iwasaki,-0.07207535535876992,-0.15823365601911768,0.011546060821989517
Kym Herjavec,-0.033816226839220836,-0.12163684399982702,0.050930879462278096
Kym Johnson,0.03817752505430331,-0.006545948325374289,0.0832038301252809
Lacey Schwimmer,-0.021653996644735798,-0.07684627958182175,0.03431552521369209
Lindsay Arnold,0.017246788821032175,-0.02726297698850263,0.061498731099515785
Louis van Amstel,-0.001293590062489281,-0.043600818067745156,0.04236732073856184
Maksim Chmerkoskiy,0.03724946742717239,0.00023824534933712175,0.07335688849046508
Mark Ballas,0.02847900013028553,-0.006836160336670876,0.06331894554048854
Nick Kosovich,0.024790485844791578,-0.048714572264663115,0.09997214393136443
Pasha Pashkov,0.023807151706287888,-0.028452819639982738,0.07636301095011024
Peta Murgatroyd,-0.045658050899274334,-0.0850352025233528,-0.007608397910939422
Rylee Arnold,-0.022805385135456956,-0.09190822065293132,0.04492260151906867
Sasha Farber,0.045973654609936555,0.006955118387275243,0.08476621614935595
Sharna Burgess,0.005907176693196018,-0.03283479217584324,0.04432707864662463
Tony Dovolani,0.013131281350445579,-0.021846424654479737,0.049079946643713186
Tristan MacManus,0.018406380131225034,-0.04150076353732936,0.08057740182423875
Tyne Stecklein,-0.07223387993219887,-0.1695602872825983,0.020245750918765626
Val Chmerkovskiy,0.051687137219825624,-0.030894669269048505,0.1369513999998656
Val Chmerkovskiy (Joey Graziadei week 9),0.027529501066779004,-0.05835386304925924,0.11558970658316622
Valentin Chmerkovskiy,0.06203535509949732,0.026205469125000488,0.09719601076590557
Witney Carson,0.02794875283289876,-0.01106036378407401,0.06756899696458186
